연번,상가유형,호선,역명,상가번호,면적,영업업종,계약시작,계약종료,임대료(원)
255,개별(일반),2호선,문래역,235-102,17,제과,2020-11-26,2025-12-26,4019000
256,개별(일반),2호선,문래역,235-103,42,디저트(완제품),2020-02-24,2025-03-25,3608800
257,개별(일반),2호선,문래역,235-104,17.83,제과,2020-11-09,2025-12-09,1180000
258,복합,2호선,영등포구청(2)역,236-102,19.88,카페,2019-07-15,2024-10-23,23850000
259,복합,2호선,영등포구청(2)역,236-103,26.01,의류,2019-07-15,2024-10-23,
260,복합,2호선,영등포구청(2)역,236-105,24.14,식음료,2019-07-15,2024-10-23,
261,복합,2호선,영등포구청(2)역,236-112,28.93,분식,2019-07-15,2024-10-23,
262,복합,2호선,영등포구청(2)역,236-113,17.13,제과제빵,2019-07-15,2024-10-23,
263,복합,2호선,영등포구청(2)역,236-114,29.07,식음료,2019-07-15,2024-10-23,
264,소송상가,2호선,영등포구청(2)역,236-111,20.4,액세서리,2018-05-05,2019-01-09,3928330
265,개별(일반),2호선,당산역,237-001,22,액세서리,2021-04-22,2026-05-22,3130000
266,개별(일반),2호선,당산역,237-002,26.14,제과점,2017-04-25,2022-04-24,7312000
267,개별(일반),2호선,당산역,237-004,35.64,제과(호두과자),2021-03-15,2026-04-14,5750000
268,공실,2호선,당산역,237-005,25,,,,
269,개별(일반),2호선,당산역,237-007,60.04,분식,2019-12-10,2025-01-08,5359000
270,개별(일반),2호선,당산역,237-008,12,간이음식(포장형),2018-04-10,2023-05-09,2810000
271,개별(일반),2호선,합정(2)역,238-101,30.74,제과(완제품),2020-11-09,2025-12-09,4520000
272,개별(일반),2호선,합정(2)역,238-102,31.41,패션잡화,2020-02-24,2025-03-25,6550000
273,개별(일반),2호선,합정(2)역,238-103,18.47,제과,2020-11-03,2025-12-03,3710000
274,소송상가,2호선,합정(2)역,238-104,17.6,분식,2014-12-02,2019-12-01,6137300
275,개별(일반),2호선,합정(2)역,238-105,13.65,약국,2021-05-27,2026-06-26,4419000
276,개별(일반),2호선,합정(2)역,238-106,13.16,꽃집,2020-12-31,2026-01-30,4350000
277,네트워크,2호선,합정(2)역,238-107,26.59,화장품(HB),2020-12-23,2026-03-23,6781462
278,개별(일반),2호선,합정(2)역,238-109,13.69,의류,2020-05-27,2025-06-26,3620000
279,개별(일반),2호선,합정(2)역,238-110,13.69,제과,2017-11-07,2022-12-06,4210000
280,개별(일반),2호선,합정(2)역,238-111,38.05,편의점,2017-05-23,2022-05-22,6020100
281,소송상가,2호선,합정(2)역,238-112,29.89,편의점,2012-04-16,2017-07-02,1814897
282,소송상가,2호선,합정(2)역,238-113,42.23,액세서리,2012-04-16,2017-07-02,2564170
283,소송상가,2호선,합정(2)역,238-115,60.05,여성의류,2012-04-16,2017-07-02,3646187
284,소송상가,2호선,합정(2)역,238-116,27.49,푸드(떡),2012-04-16,2017-07-02,1669170
285,복합,2호선,홍대입구역,239-102,33,복합업종(화훼),2021-03-22,2026-07-20,9613837
286,복합,2호선,홍대입구역,239-103,17.11,복합업종,2021-03-22,2026-07-20,5192551
287,복합,2호선,홍대입구역,239-104,32.73,복합업종,2021-03-22,2026-07-20,9932939
288,복합,2호선,홍대입구역,239-105,23.1,복합업종,2021-03-22,2026-07-20,25274548
289,복합,2호선,홍대입구역,239-106,28.02,복합업종,2021-03-22,2026-07-20,
290,복합,2호선,홍대입구역,239-107,34.76,복합업종,2021-03-22,2026-07-20,
291,복합,2호선,홍대입구역,239-108,31,복합업종,2021-03-22,2026-07-20,9031258
292,네트워크,2호선,홍대입구역,239-110,12,화장품(HB),2020-12-23,2026-03-23,7428859
293,네트워크,2호선,신촌역,240-101,33,화장품(HB),2020-12-23,2026-03-23,17632662
294,개별(일반),2호선,신촌역,240-103,9.8,화훼,2020-08-10,2025-09-09,4510000
295,개별(일반),2호선,신촌역,240-104,13.2,제과,2020-12-21,2026-01-20,8250000
296,개별(일반),2호선,신촌역,240-105,30.17,액세서리,2021-01-04,2026-02-03,10300000
297,네트워크,2호선,신촌역,240-106,11.25,편의점,2018-10-23,2023-12-21,6762624
298,개별(일반),2호선,신촌역,240-107,21,약국,2021-01-28,2026-02-28,6783300
299,네트워크,2호선,신촌역,240-108,18,커피(음료)전문점,2021-02-01,2026-06-01,8217169
300,개별(일반),2호선,신촌역,240-109,32,의류,2018-04-10,2023-05-09,18300200
301,네트워크,2호선,신촌역,240-110,44.42,자유업종(편의점),2017-04-29,2022-04-28,18581100
302,네트워크,2호선,이대역,241-102,14.5,의류,2016-06-04,2021-07-03,7629624
303,개별(일반),2호선,이대역,241-104,21.13,액세서리,2021-01-04,2026-02-03,3550000
304,공실,2호선,이대역,241-108,33,,,,
305,네트워크,2호선,아현역,242-101,35.2,화장품(HB),2020-12-23,2026-03-23,2353016
306,개별(일반),2호선,아현역,242-103,34.8,화훼,2020-08-10,2025-09-09,2350000
307,개별(일반),2호선,아현역,242-105,22.58,제과(완제품),2021-02-15,2026-04-01,460000
308,공실,2호선,아현역,242-107,24.05,,,,
309,네트워크,2호선,아현역,242-109,25,커피(음료)전문점,2017-01-17,2022-01-16,1749716
310,네트워크,2호선,충정로(2)역,243-201,26.12,화장품(HB),2020-12-23,2026-03-23,5693895
311,공실,2호선,충정로(2)역,243-205,20,,,,
312,개별(일반),2호선,충정로(2)역,243-206,15,제과,2019-11-26,2024-12-25,3512000
313,개별(일반),2호선,양천구청역,248-101,18.84,아이스크림(포장형),2021-02-22,2026-03-24,886500
314,네트워크,2호선,양천구청역,248-102,26.04,커피(음료)전문점,2017-01-17,2022-01-16,1740107
315,네트워크,2호선,신정네거리역,249-203,42.45,커피(음료)전문점,2017-01-17,2022-01-16,2589402
316,네트워크,3호선,연신내(3)역,311-102,38.3,커피(음료)전문점,2017-01-17,2022-01-16,7330574
317,개별(일반),3호선,연신내(3)역,311-103,29.9,의류,2018-07-10,2023-08-08,2565000
318,개별(일반),3호선,연신내(3)역,311-106,19.96,건강식품,2019-09-23,2024-09-22,965000
319,개별(일반),3호선,연신내(3)역,311-108,19.96,의류,2018-09-29,2023-10-28,1705100
320,개별(일반),3호선,연신내(3)역,311-113,22,의류,2018-08-14,2023-09-12,1583300
321,네트워크,3호선,연신내(3)역,311-117,38.88,의류,2016-06-04,2021-07-03,2179640
322,개별(일반),3호선,불광(3)역,312-102,12.99,화훼,2020-06-22,2025-07-22,588300
323,공실,3호선,불광(3)역,312-103,13.02,,,,
324,공실,3호선,불광(3)역,312-104,39.05,,,,
325,공실,3호선,불광(3)역,312-109,13.03,,,,
326,공실,3호선,불광(3)역,312-110,13.03,,,,
327,네트워크,3호선,불광(3)역,312-113,18.81,화장품(HB),2020-12-23,2026-03-23,1135946
328,개별(일반),3호선,불광(3)역,312-114,35,의류,2020-12-02,2026-01-01,1800000
329,개별(일반),3호선,불광(3)역,312-115,23,의류,2020-12-21,2026-01-20,1200000
330,개별(일반),3호선,불광(3)역,312-117,46,제과(완제품),2020-12-22,2026-01-21,2200000
331,개별(대형),3호선,녹번역,313-101,103.85,의류 및 잡화,2020-02-14,2025-03-14,1879100
332,개별(일반),3호선,녹번역,313-106,19.3,의류,2020-11-23,2025-12-23,485000
333,개별(일반),3호선,녹번역,313-107,12.65,포장된 수입과자/포장형음료,2018-10-30,2023-11-28,418000
334,개별(일반),3호선,녹번역,313-108,13.47,의류,2020-08-03,2025-09-02,530000
335,개별(일반),3호선,녹번역,313-110,29.3,의류,2020-02-21,2025-03-22,698000
336,개별(일반),3호선,홍제역,314-104,14.41,가방,2016-07-26,2021-07-25,367000
337,개별(일반),3호선,홍제역,314-106,14.41,의류,2016-06-21,2021-06-20,324900
338,개별(일반),3호선,홍제역,314-116,14.41,귀금속류,2016-03-23,2021-03-22,434700
339,개별(일반),3호선,홍제역,314-117,14.41,귀금속류,2016-03-23,2021-03-22,434700
340,개별(대형),3호선,홍제역,314-118,1351,생활용품,2016-10-21,2021-12-19,55185100
341,개별(일반),3호선,홍제역,314-220,15.52,제과,2020-11-30,2025-12-30,2420400
342,네트워크,3호선,홍제역,314-221,16.8,편의점,2018-10-23,2023-12-21,563552
343,네트워크,3호선,경복궁역,317-201,25.5,커피(음료)전문점,2021-02-01,2026-06-01,1508490
344,개별(일반),3호선,안국역,318-201,19.5,수공업,2020-05-19,2025-06-18,611000
345,개별(일반),3호선,안국역,318-205,28.8,규방공예,2019-11-22,2024-12-21,660000
346,개별(일반),3호선,안국역,318-206,28.8,한복대여점,2016-07-26,2021-07-25,930000
347,개별(일반),3호선,안국역,318-207,18.8,화훼,2020-06-22,2025-07-22,1166600
348,개별(일반),3호선,안국역,318-208,18.8,의류,2020-05-18,2025-06-17,3333500
349,개별(일반),3호선,안국역,318-210,20.5,화실,2020-10-31,2025-10-31,392000
350,개별(일반),3호선,안국역,318-211,41,사무실,2019-05-21,2024-06-19,509400
351,개별(일반),3호선,안국역,318-214,19.09,한지공예공방,2017-04-04,2022-04-03,611000
352,개별(일반),3호선,안국역,318-317,27.57,제과(완제품),2021-04-22,2026-05-22,1700000
353,개별(일반),3호선,종로3가(3)역,319-101,19.5,핸드폰액세서리,2020-11-09,2025-12-09,4800000
354,공실,3호선,종로3가(3)역,319-205,248.9,,,,
355,네트워크,3호선,종로3가(3)역,319-304,11,커피(음료)전문점,2021-02-01,2026-06-01,2529218
356,개별(일반),3호선,종로3가(3)역,319-306,21,약국,2020-12-31,2026-01-30,3000000
357,개별(일반),3호선,종로3가(3)역,319-307,47,의류,2018-09-07,2023-10-06,20300000
358,개별(일반),3호선,종로3가(3)역,319-308,40,의류,2018-12-25,2024-01-23,7020100
359,개별(일반),3호선,종로3가(3)역,319-309,20,잡화,2018-09-07,2023-10-06,4519000
360,개별(일반),3호선,종로3가(3)역,319-310,20,간이식품(포장형),2018-09-07,2023-10-06,7257000
361,네트워크,3호선,종로3가(3)역,319-311,15.4,의류,2016-06-04,2021-07-03,4005344
362,개별(일반),3호선,을지로3가(3)역,320-208,10.2,과자(완제품),2020-10-19,2025-11-18,1410000
363,개별(일반),3호선,을지로3가(3)역,320-210,20,편의점,2020-06-22,2025-07-22,1900000
364,개별(일반),3호선,을지로3가(3)역,320-212,26.4,의류,2016-05-31,2021-05-30,1998000
365,개별(일반),3호선,동대입구역,322-201,17.04,편의점,2016-12-17,2021-12-16,1320000
366,개별(일반),3호선,동대입구역,322-203,33.46,사무실,2019-12-12,2025-01-10,311667
367,공실,3호선,동대입구역,322-205,33.3,,,,
368,개별(일반),3호선,동대입구역,322-207,37.52,사무실,2020-11-03,2025-12-03,328100
369,개별(일반),3호선,동대입구역,322-209,16.8,가구판매,2021-04-20,2026-04-20,153600
370,개별(일반),3호선,동대입구역,322-210,33.7,인쇄업(출력),2020-08-13,2025-09-12,1101000
371,개별(일반),3호선,동대입구역,322-212,17.14,인쇄업(출력),2016-07-26,2021-07-25,250000
372,개별(일반),3호선,동대입구역,322-213,33.37,제과,2019-10-25,2024-11-23,1635700
373,네트워크,3호선,약수(3)역,323-101,22.32,화장품(HB),2020-12-23,2026-03-23,3780597
374,네트워크,3호선,약수(3)역,323-104,11.57,커피(음료)전문점,2017-12-29,2023-02-06,3246217
375,네트워크,3호선,금호역,324-101,50.3,화장품(HB),2020-12-23,2026-03-23,2285262
376,개별(일반),3호선,금호역,324-108,28,농산물(포장형),2020-11-16,2025-12-16,750000
377,개별(일반),3호선,금호역,324-109,25.3,편의점,2016-05-31,2021-05-30,1175000
378,개별(일반),3호선,금호역,324-110,18.61,핸드폰,2016-12-21,2021-12-20,692200
379,개별(일반),3호선,금호역,324-111,21,화훼,2020-11-09,2025-12-09,1082300
380,네트워크,3호선,옥수역,325-001,41.64,화장품(HB),2020-12-23,2026-03-23,4736736
381,개별(대형),3호선,옥수역,325-010,555,다이소,2020-03-23,2025-04-22,13500000
382,개별(일반),3호선,옥수역,325-012,18.9,편의점,2019-06-21,2024-07-20,2010000
383,개별(일반),3호선,옥수역,325-013,11.6,푸드(포장형),2016-11-15,2021-11-14,2260000
384,개별(일반),3호선,압구정역,326-102,37,편의점,2018-04-10,2023-05-09,10000200
385,네트워크,3호선,압구정역,326-103,23.76,화장품(HB),2020-12-23,2026-03-23,7195687
386,네트워크,3호선,압구정역,326-104,18.62,플라워,2018-11-27,2024-01-25,2392536
387,네트워크,3호선,압구정역,326-105,12.3,커피(음료)전문점,2021-02-01,2026-06-01,1716096
388,개별(일반),3호선,압구정역,326-106,26,커피음료,2021-04-22,2026-05-22,3371000
389,개별(일반),3호선,신사역,327-101,25.39,액세서리,2021-05-25,2026-06-24,5010000
390,개별(일반),3호선,신사역,327-103,31.3,편의점,2016-11-22,2021-11-21,11961600
391,개별(일반),3호선,신사역,327-104,23.7,낙찰,,,
392,개별(일반),3호선,신사역,327-105,23.7,의류,2021-02-01,2026-03-03,2810000
393,네트워크,3호선,신사역,327-106,23.7,액세서리,2018-11-16,2024-01-14,3284815
394,개별(일반),3호선,신사역,327-107,23.7,신발,2019-04-02,2024-05-01,3150000
395,공실,3호선,신사역,327-108,23.7,,,,
396,개별(일반),3호선,신사역,327-109,47.4,액세서리,2021-01-18,2026-02-17,4533300
397,개별(일반),3호선,신사역,327-111,23.7,액세서리,2020-08-20,2025-09-19,2690000
398,공실,3호선,신사역,327-112,23.7,,,,
399,개별(일반),3호선,신사역,327-113,18.2,제과,2016-09-13,2021-09-12,4977900
400,개별(일반),3호선,신사역,327-114,18.05,고로케,2019-12-10,2025-01-08,2520000
401,개별(일반),3호선,신사역,327-115,17.36,화훼,2020-11-26,2026-01-10,1520000
402,네트워크,3호선,신사역,327-116,16,커피(음료)전문점,2021-02-01,2026-06-01,2214461
403,네트워크,3호선,신사역,327-117,29.06,커피(음료)전문점,2017-12-29,2023-02-06,6915082
404,복합,3호선,고속터미널(3)역,329-111,7475.19,의류,2016-03-15,2026-11-09,279648140
405,복합,3호선,고속터미널(3)역,329-112,,제과,2016-03-15,2026-11-09,
406,복합,3호선,고속터미널(3)역,329-113,,잡화(액세서리),2016-03-15,2026-11-09,
407,복합,3호선,고속터미널(3)역,329-114,,의류,2016-03-15,2026-11-09,
408,복합,3호선,고속터미널(3)역,329-115,,화장품,2016-03-15,2026-11-09,
409,복합,3호선,고속터미널(3)역,329-116,,신발,2016-03-15,2026-11-09,
410,복합,3호선,고속터미널(3)역,329-117,,약국,2016-03-15,2026-11-09,
411,복합,3호선,고속터미널(3)역,329-118,,잡화(가방),2016-03-15,2026-11-09,
412,복합,3호선,고속터미널(3)역,329-119,,안경,2016-03-15,2026-11-09,
413,복합,3호선,고속터미널(3)역,329-120,,잡화(악세서리),2016-03-15,2026-11-09,
414,복합,3호선,고속터미널(3)역,329-121,,화장품,2016-03-15,2026-11-09,
415,복합,3호선,고속터미널(3)역,329-122,,화장품,2016-03-15,2026-11-09,
416,복합,3호선,고속터미널(3)역,329-123,,화장품,2016-03-15,2026-11-09,
417,복합,3호선,고속터미널(3)역,329-124,,아이스크림,2016-03-15,2026-11-09,
418,복합,3호선,고속터미널(3)역,329-125,,의류,2016-03-15,2026-11-09,
419,복합,3호선,고속터미널(3)역,329-126,,신발,2016-03-15,2026-11-09,
420,복합,3호선,고속터미널(3)역,329-127,,의류,2016-03-15,2026-11-09,
421,복합,3호선,고속터미널(3)역,329-128,,의류(란제리),2016-03-15,2026-11-09,
422,복합,3호선,고속터미널(3)역,329-129,,의류,2016-03-15,2026-11-09,
423,복합,3호선,고속터미널(3)역,329-130,,의류,2016-03-15,2026-11-09,
424,복합,3호선,고속터미널(3)역,329-131,,잡화,2016-03-15,2026-11-09,
425,복합,3호선,고속터미널(3)역,329-132,,식음(커피),2016-03-15,2026-11-09,
426,복합,3호선,고속터미널(3)역,329-133,,잡화(액세서리),2016-03-15,2026-11-09,
427,복합,3호선,고속터미널(3)역,329-134,,의류,2016-03-15,2026-11-09,
428,복합,3호선,고속터미널(3)역,329-135,,식음,2016-03-15,2026-11-09,
429,복합,3호선,고속터미널(3)역,329-136,,잡화(렌즈),2016-03-15,2026-11-09,
430,복합,3호선,고속터미널(3)역,329-137,,잡화(시계),2016-03-15,2026-11-09,
431,복합,3호선,고속터미널(3)역,329-138,,잡화(액세서리),2016-03-15,2026-11-09,
432,복합,3호선,고속터미널(3)역,329-139,,잡화,2016-03-15,2026-11-09,
433,복합,3호선,고속터미널(3)역,329-140,,의류,2016-03-15,2026-11-09,
434,복합,3호선,고속터미널(3)역,329-141,,신발,2016-03-15,2026-11-09,
435,복합,3호선,고속터미널(3)역,329-142,,공실,2016-03-15,2026-11-09,
436,복합,3호선,고속터미널(3)역,329-143,,제과,2016-03-15,2026-11-09,
437,복합,3호선,고속터미널(3)역,329-144,,향수(방향제),2016-03-15,2026-11-09,
438,네트워크,3호선,고속터미널(3)역,329-201,28.8,화장품(HB),2020-12-23,2026-03-23,15587596
439,소송상가,3호선,고속터미널(3)역,329-203,33.75,액세서리,2014-04-03,2019-04-02,12669100
440,복합,3호선,고속터미널(3)역,329-204,106.63,복합업종,2021-03-22,2026-07-20,48204012
441,복합,3호선,고속터미널(3)역,329-205,61.37,복합업종,2021-03-22,2026-07-20,21472664
442,복합,3호선,고속터미널(3)역,329-206,20.45,복합업종,2021-03-22,2026-07-20,9244791
443,공실,3호선,고속터미널(3)역,329-210,16,,,,
444,개별(일반),3호선,교대(3)역,330-101,75.3,사무실,2019-05-14,2024-06-12,485000
445,소송상가,3호선,교대(3)역,330-102,37.7,사무실,2019-06-21,2024-07-20,583500
446,공실,3호선,교대(3)역,330-103,37.7,,,,
447,소송상가,3호선,교대(3)역,330-104,37.7,사무실,2019-06-21,2024-07-20,583500
448,개별(대형),3호선,교대(3)역,330-105,113.1,편의점,2016-05-31,2021-05-30,4433300
449,개별(대형),3호선,교대(3)역,330-106,146,사무실,2019-04-30,2024-05-29,515600
450,개별(일반),3호선,교대(3)역,330-107,111.37,창업카페,2019-04-02,2024-05-31,3320000
451,개별(일반),3호선,교대(3)역,330-109,75.4,창업카페,2019-04-02,2024-05-31,
452,개별(일반),3호선,교대(3)역,330-111,37.7,베이커리까페,2017-05-09,2022-05-08,1533300
453,개별(일반),3호선,교대(3)역,330-112,37.7,꽃집,2021-02-02,2026-03-04,950000
454,개별(일반),3호선,교대(3)역,330-113,91.4,사무실,2019-05-14,2024-06-12,485800
455,개별(일반),3호선,양재역,332-102,27.2,핸드폰용품,2018-05-01,2023-05-30,4391600
456,네트워크,3호선,양재역,332-103,44.88,액세서리,2018-11-16,2024-01-14,6220358
457,네트워크,3호선,양재역,332-104,44.98,의류,2018-11-16,2024-01-14,7468411
458,개별(일반),3호선,양재역,332-105,51.92,의류,2020-12-24,2026-01-23,5250000
459,네트워크,3호선,양재역,332-106,20,커피(음료)전문점,2021-02-01,2026-06-01,4866457
460,네트워크,3호선,양재역,332-108,18,편의점,2018-10-23,2023-12-21,4508416
461,개별(일반),3호선,양재역,332-110,40,의류,2020-11-06,2025-12-06,4110000
462,네트워크,3호선,양재역,332-111,21,액세서리,2016-06-04,2021-07-03,4112735
463,개별(일반),3호선,매봉역,333-101,9.41,카페,2020-09-14,2025-10-29,566600
464,개별(일반),3호선,매봉역,333-102,26,제과,2020-10-19,2025-11-18,2520000
465,개별(일반),3호선,매봉역,333-103,16,편의점,2018-10-12,2023-11-10,2421000
466,소송상가,3호선,매봉역,333-104,15.77,간이음식,2014-08-15,2019-08-14,2360800
467,개별(일반),3호선,도곡역,334-102,23.18,네일아트,2016-08-23,2021-08-22,1350000
468,개별(일반),3호선,도곡역,334-103,21.9,여성의류,2020-02-07,2025-03-07,867500
469,개별(일반),3호선,도곡역,334-104,25.04,농산물 판매(가공),2020-02-07,2025-03-07,991800
470,개별(일반),3호선,도곡역,334-201,28.2,의류,2019-06-25,2024-07-24,1585000
471,개별(일반),3호선,대청역,337-102,26.61,분식,2020-02-24,2025-03-25,2516600
472,개별(일반),3호선,대청역,337-103,23,의류,2020-09-17,2025-10-17,1273000
473,공실,3호선,일원역,338-M01,61.48,,,,
474,개별(일반),3호선,일원역,338-102,46,편의점,2018-08-28,2023-09-26,5280000
475,개별(일반),3호선,일원역,338-104,51,약국,2020-08-31,2025-09-30,3511000
476,개별(대형),3호선,일원역,338-M05,808,"물품보관서비스업,커피점",2018-03-10,2023-04-18,8335000
477,개별(일반),3호선,일원역,338-106,51.7,사무실,2020-10-12,2025-11-11,467500
478,개별(일반),3호선,수서역,339-101,27.54,화장품,2016-12-17,2021-12-16,10150000
479,네트워크,3호선,수서역,339-107,38.9,커피(음료)전문점,,,
480,개별(일반),3호선,수서역,339-108,20.1,편의점,2016-05-31,2021-05-30,1194300
481,네트워크,3호선,수서역,339-109,20.1,액세서리,2016-06-04,2021-07-03,722870
482,개별(일반),3호선,수서역,339-110,21,화장품,2016-06-21,2021-06-20,1720000
483,개별(일반),3호선,수서역,339-111,21,약국,2017-11-28,2022-12-27,2640000
484,개별(일반),3호선,수서역,339-112,28.28,핸드폰용품,2017-11-28,2022-12-27,3019900
485,개별(일반),3호선,수서역,339-113,24,액세서리,2018-07-10,2023-08-08,7302800
486,개별(일반),3호선,수서역,339-114,24,아이스크림(포장형),2018-07-10,2023-08-08,3523300
487,개별(일반),3호선,가락시장(3)역,340-101,21,농산품,2021-05-27,2026-06-26,1200000
488,개별(일반),3호선,경찰병원역,341-101,57,제과(완제품),2018-11-06,2023-12-05,1120000
489,공실,3호선,경찰병원역,341-102,37.4,,,,
490,개별(일반),4호선,당고개역,409-011,23.88,핸드폰,2017-02-14,2022-02-13,387000
491,개별(일반),4호선,당고개역,409-012,21.8,건강식품,2018-04-20,2023-05-19,252000
492,공실,4호선,당고개역,409-013,31.5,,,,
493,개별(일반),4호선,당고개역,409-022,56.3,낚시용품,2017-01-05,2022-01-04,582000
494,네트워크,4호선,당고개역,409-027,28.01,커피(음료)전문점,2017-01-17,2022-01-16,3353802
495,개별(대형),4호선,당고개역,409-028,311,의류,2021-02-08,2026-04-09,11007000
496,개별(일반),4호선,당고개역,409-029,27.84,커피(음료전문점),2020-08-13,2025-09-12,2307000
497,개별(일반),4호선,상계역,410-001,26.2,의류,2020-11-23,2025-12-23,1418300
498,개별(일반),4호선,상계역,410-006,21.5,의류,2020-12-15,2026-01-14,1620000
499,개별(일반),4호선,상계역,410-007,21.5,신발,2021-03-12,2026-04-11,1516600
500,개별(대형),4호선,상계역,410-008,100,애견용품,2018-09-22,2023-10-21,7410300
501,네트워크,4호선,상계역,410-009,32.16,커피(음료)전문점,2017-01-17,2022-01-16,5678722
502,개별(일반),4호선,노원(4)역,411-001,29.9,사무실(일자리복지),2020-12-22,2026-01-21,700000
